ID_ETU;MATHS;ECONOMICS;CS;ENGLISH
0;11.327108937284375;13.660533681092723;9.648868609183825;8.948518933254707
1;11.821354244379835;13.741515832807938;11.10487924076519;8.898336950581037
2;10.83920044554664;11.062179511028788;9.361237395116056;9.350797211934335
3;12.43419379217033;14.20490498479952;12.897864430771524;7.911875589045201
4;12.3466884921927;13.967510958751477;11.233273350247824;8.017591488691615
5;11.481883549520745;14.638864623834237;10.361781717304378;6.493702820018287
6;12.72821110867008;13.859976183460791;10.298935562491396;7.794669194301584
7;11.304473236533095;14.441877340177882;9.80319394090802;6.6907655396450405
8;12.977482366792097;14.464272008859501;11.402954775901671;8.322073406639266
9;13.413279091786414;12.99001590776242;11.44333504790407;7.452475581142627
10;11.387020225058537;14.81038859892113;10.454526394400302;8.328260294440812
11;13.145693803093689;13.348264718732084;10.300216751944394;7.742514269647265
12;12.653073559215201;13.546363116327527;11.214033717610066;9.839993715924226
13;12.165574509940038;15.458092551828909;11.970899743965147;8.41472813751483
14;10.437355844873792;13.526200941005962;9.52467185561126;9.784180583538811
15;13.324954223626914;13.692438380400427;10.059712479338886;6.94036884311694
16;11.91601459611017;13.506061002899672;10.507264292879942;6.875236404913551
17;12.681818019682154;14.014240797577918;10.87151289546867;7.020280121552569
18;12.490165887339584;15.18315406142607;11.029238214138749;7.913599309780007
19;13.385336140387576;13.987537700499647;11.66436974252479;7.534188128217061
20;11.77057013654587;14.839924754957469;11.736057723405526;7.470248757624575
21;11.09942418463422;12.005772502107739;9.963048406792224;7.357672152029887
22;11.307010305719698;15.048790188395195;10.378436277731605;8.430968660788178
23;12.523656959712877;14.810818403489236;8.960433095146259;8.464584410297327
24;11.346653944737644;14.753033882826957;11.451347239825438;8.985115870384567
25;11.180374293231903;11.813802397419014;8.628912538425194;7.600227239678589
26;10.892082911580365;12.921481905150342;9.836629583080455;7.414827548033266
27;10.016315180214114;13.305914701618484;11.186675633939219;8.092652737992726
28;11.766019890070096;13.433054674674912;11.501045653574993;7.714397683244888
29;12.396006460594458;12.412750481035884;10.275234329151214;8.79285575172021
30;11.78837318937013;13.052584805682818;9.724268859628628;8.16617971362716
31;11.415746350237423;12.476042844509092;11.403947527706386;7.3432809270934625
32;11.64050568950869;14.886433790443975;9.152335601082015;7.5690662338431505
33;12.18224942736046;13.386310823616213;12.030117227061021;7.834778742487579
34;11.655387638319421;15.465132252600387;11.05677635831846;6.821490300167982
35;12.109621511641656;13.876117387495759;9.697264069648632;7.787383270626736
36;10.638228519654868;15.320327217085211;9.411657395672423;9.274085843902183
37;14.021565843350047;15.528740668892228;13.312723749014156;8.112319558906432
38;12.75365176944137;12.381858863902021;11.10981730190068;8.354884632984838
39;11.584374529443393;13.638205451399939;12.21367237864809;6.603446987934539
40;12.267562505483019;14.097541914068861;11.9876502456391;7.706060680841067
41;12.201295691490552;14.7049619060446;10.54129092756793;7.445316061477451
42;12.811217484415526;14.801588558389343;11.028859435593928;8.311963848774406
43;13.721078021426093;15.080060488578829;11.133489779999788;7.753698282822736
44;11.064957786011615;14.6444782770253;9.899752846719899;5.950292406342664
45;10.070274303884077;13.53029458587164;10.715054889126627;7.928392141253757
46;11.73598316467631;14.754688633975036;9.387572608597704;7.688204541445136
47;10.562029390270038;12.238552617126448;11.159484521807038;9.269023508807315
48;12.536550619562444;13.476779835097059;11.083184074080137;9.356477337937132
49;10.241459550426255;15.606852523544934;12.109323718944031;9.05709137161423
50;10.321232254135671;14.412926032308429;9.341107877701969;6.497974638600364
51;10.810885126642013;14.384222380987419;11.153954236233126;9.69167819564121
52;12.294307254813955;15.99690444808079;12.634361156144728;8.390114479998806
53;12.180487821754138;14.10981026262823;12.720552693803537;8.980469091403
54;12.198906207504402;14.189289775623305;12.61827583615286;8.238022326555695
55;12.54397975738759;15.214763600802495;11.732924935521554;8.104669813121477
56;12.200740900900387;14.015203327929525;10.815272767145162;6.158757108758729
57;12.156918170290432;12.8634780541688;12.286812857144545;8.242478099490917
58;12.33343164301772;13.478721858048589;11.274047515631272;9.5969762221583
59;10.452502679470289;14.127864470282898;9.192685305526487;8.063532748200007
60;12.967604860448608;14.646051515946722;10.955669030242971;6.798212866417575
61;11.793792105101835;13.734986411493214;10.304383377280107;6.8227316444366
62;11.557150693414634;13.476042937331831;11.406093993638839;7.966802816740968
63;12.43036415947224;13.070973167499513;10.302524855801437;7.603042100129309
64;11.383535285695944;15.939787878597782;10.923177996517023;8.053576151626709
65;13.80223153755698;14.575865180691183;11.304450769531858;8.269122601086924
66;12.418428141838396;14.4235202893788;12.855631505201837;7.235159562899458
67;12.47520170931028;14.185414795967025;11.582083142837837;7.170580148831138
68;12.190474254414072;14.62603587636201;10.616692314152223;7.838035907988041
69;11.045042687068305;14.321368825875718;10.798919493643933;7.972708077491656
70;11.105392978304156;14.416138829598053;11.172663654839951;8.555031596246549
71;11.536358709417122;14.39788255599668;10.822487327904934;9.0567031699875
72;13.935978354088883;14.506173295096666;11.039395910095145;8.13543269274371
73;13.848555357938391;14.058252426988306;11.272603328034142;8.972590869014107
74;11.643788158480927;12.522140527038669;11.602210035189819;9.084100159593255
75;13.553146535695124;14.092557990781406;11.273772629060984;9.16153407612452
76;10.351374267761297;15.20359336822147;11.881107106427013;7.590688532658184
77;12.378261287340305;12.748420086114885;11.300126139277914;10.577679192438383
78;12.025155756570252;13.915952407713862;11.468121602342494;5.888196528841254
79;10.511169224880806;14.123487395411523;10.648186433746647;7.8767613433470665
80;13.257617370137828;14.750391635497602;10.816349607909693;7.440628477618264
81;12.824890849715809;12.339501441958063;10.144280219151575;8.152386552109707
82;11.33448295503502;13.94275722358998;11.68562125187624;8.657597316300391
83;12.37960039803604;11.063004756523313;11.091159669252304;7.433721003501299
84;11.629946155192469;13.843962956929216;10.912554053160687;6.322209039278959
85;13.036242508360667;13.943128629060837;12.024022409015805;9.059426765623797
86;12.23173406316747;14.74362502620422;11.597980799682928;7.402719640609818
87;11.99944024943675;14.237631189712763;12.766430007382318;8.750479955959726
88;10.322858446633006;13.385141115770656;12.133031815496668;9.562172221775219
89;10.572957198361799;14.609843688982501;8.80502488678427;6.453647006674423
90;11.690986683405377;13.514635545331615;10.312932000553785;8.56252829634441
91;11.291540387985446;11.933448996933613;10.045790377755733;8.635875585749401
92;13.155001509198032;13.764043700765459;10.869014393674087;9.074786813091468
93;11.66894441224371;14.098708310676951;8.796337785566436;8.29794188180367
94;11.241797203159493;15.341441934758038;11.11539483570238;10.010853063433116
95;12.86851229574403;13.236848799454929;11.55373819816849;8.408245821255088
96;13.913102876424105;14.772458360317717;10.66440199994377;4.576010783459421
97;12.923120837274002;14.02075141036;9.8297027333254;6.5154912110628285
98;12.353874548243335;15.226995332614152;9.021268137372996;8.035249304392645
99;13.466976538180466;13.754487163831255;11.256949684748342;5.817698540724027
100;12.530533261799185;13.687668361944166;10.785427975465192;7.368509504380182
101;13.122762525787156;13.662984220789577;12.063641969711057;9.848737311540795
102;12.741998623999034;14.583464418174938;10.871581616326536;7.566343361539652
103;12.0322901852304;15.407967073600329;10.732800679671843;6.414896651218889
104;9.29659353326539;13.940432924295555;12.424399137325013;10.005900478099994
105;11.435262895041758;15.114291474816419;10.981006311507315;7.3678043954192205
106;12.735696959760766;12.778278067092442;11.135560030543749;7.923820839601099
107;11.441667189226525;14.050833213287483;10.052599258870819;7.16752740302717
108;12.320829497825889;15.073916066030044;12.011166699863388;9.406958491015018
109;11.904470982213983;13.298711092036996;11.617876527677717;8.781336458025851
110;9.131210016239027;14.017475671161295;9.111789178315966;7.061577081107734
111;13.541473529386773;13.770384460385403;9.385757192487116;8.35321756661259
112;12.755381160015721;13.966858646997403;10.062163905258364;7.199008975532677
113;11.81117065548187;13.752817913268567;11.130140959754556;7.600803241419195
114;12.209726331254455;13.520717601202563;10.49140835392355;9.25388678542118
115;12.25335385800712;13.59754188242231;11.650836160990265;6.961681611656482
116;13.810863516883325;11.573068094076465;12.93285415692607;7.416011649839059
117;12.494359372572989;12.205618332219213;10.128545260387007;8.315671128632385
118;11.385407754631778;13.777829995497324;10.631102896362936;7.24030974852323
119;13.036432298653256;13.019262342880603;11.909907202531416;7.26945792077566
120;12.641502605273205;11.66321003581747;10.819742118844992;6.279741975100034
121;12.129322580471452;14.224333485529584;12.25582452555208;7.086728471587815
122;13.559572394845867;13.359281731951407;12.088645111623098;7.156281672622532
123;12.200333734293704;12.424041493447895;11.585169904197684;6.576309551265722
124;11.956574112291404;13.419808841959027;10.802587976465741;9.120515656675298
125;9.977856192551824;13.544332253867566;11.484832080258771;6.042373717801665
126;11.265424938734688;14.154830861677604;9.451209922001492;7.94628485527036
127;10.815730194787939;15.182054089261946;11.740403491215996;6.7323011459312445
128;12.125777246869186;14.385037714280667;10.739979709732834;8.488231919608749
129;11.895582627368206;12.663825199728551;11.723073496741716;8.393279125989109
130;11.941595063165718;12.529758378380444;12.064738634130425;7.9119616623888565
131;11.077301434318816;15.079399495347227;11.466283053083139;6.831473104758756
132;12.039421779333868;14.197973352033376;12.624208174209688;8.055581957647105
133;11.46122345337488;12.703743249926262;10.250710923721059;8.616147238757405
134;9.888733823528021;13.327427786520914;10.156938365248996;8.0877093824394
135;12.614968083867968;13.436247874192217;8.584786537162588;7.35456725869577
136;11.210643560800555;15.0268591685855;10.672198377952768;8.545000161806875
137;11.480193525528488;13.081808076339687;11.730072348639215;6.114787845121896
138;12.58886452229899;13.14182659038355;9.445866510376023;8.269074180066491
139;11.679202280424303;14.090331841365233;12.28661914979746;6.830726087569484
140;12.139401146898734;13.657250908222432;12.710784764304641;8.512845027257235
141;11.553137416110223;14.335632275965166;12.323956375094046;7.476167895581414
142;10.034371205173056;14.287276473167402;11.362995108747855;7.395840336728177
143;11.68784719879634;13.428943449863269;12.172315811168477;8.462595472864649
144;11.467825482446669;14.123574331773463;11.615897249896873;8.218766702940991
145;11.881127851289753;13.131888002297623;12.648315248370164;8.041746190069212
146;12.316893026233501;13.05561729850926;9.945763846870651;9.363508348444887
147;10.045067261329566;13.174073697507923;11.424758612956815;6.690766447046724
148;12.053079957368283;14.693637437223632;9.90372542930017;7.858066672407642
149;12.040077867307708;13.705250150771171;9.88654198394396;9.93219939229768
150;10.970806841459982;13.511908828448751;12.37251567486964;8.133886915077422
151;13.495683185084584;15.179270490010152;10.84789290458585;7.8975767599302555
152;12.287532853962299;13.908097370964928;12.529417878116687;6.239398296715368
153;12.364544654001262;14.079648743649516;10.248294892136352;8.418894584874659
154;11.263663663870334;12.341442290964446;11.63991375805073;8.254982044320807
155;11.54261779571119;16.047160692152794;10.977516672886798;7.835153671806335
156;11.846357109922232;14.27818439575713;12.402295304986051;7.965276676262103
157;12.239843101939082;15.52433863656855;11.135471439577751;9.88006555598461
158;11.56012174383986;13.065054738644406;11.013136403283315;8.322141740230782
159;10.79398525031748;14.34810014783916;10.388734880149482;8.616669512207512
160;11.587157957629458;14.11006183315593;11.509872865079663;7.645078752067011
161;12.538379311378588;14.339347001570978;9.218065059196062;7.942306391595376
162;11.52966118155842;13.63215290362114;9.472243442201284;7.883910140433974
163;12.329221207976925;13.14678902242959;11.947430092817031;5.840629416925235
164;12.64370510420413;14.430753015220812;11.121330054589865;9.026811755012286
165;10.821980982351354;12.831962433562571;9.629375540027677;7.654317923613488
166;13.389465736375849;12.527804433731756;10.810086718686318;7.642060613412459
167;12.275838745594175;14.256296785088303;12.82621088695271;8.634425601061391
168;11.657501706662758;13.791637074325706;11.640490877938301;7.336291264445079
169;12.655045432228393;14.028261781821428;12.312937486561868;6.757206299797207
170;10.26994411478195;13.940940747439589;11.330521430171803;9.061109293684366
171;11.185489442342531;15.689151392911251;10.4076826171671;10.024034967635417
172;10.874907648336812;13.431344790450042;9.962917805674756;7.266997872834179
173;12.239795507163953;14.986983712026943;11.636791640257114;6.454487595555771
174;12.729705288300266;14.0337972615973;10.638242449233243;8.70609040948381
175;11.923356980481422;15.25536596710005;11.06806008683934;7.676680016411091
176;12.864070237734701;14.231499712836737;10.748972048978418;7.468345069710113
177;14.193401548228946;14.904227563150119;11.38209316834613;5.368282570993774
178;12.652422300533264;13.05465167591728;10.061250503689225;8.79353556420379
179;11.911508241274937;13.956954938237597;10.91525533472505;7.323204369879769
180;11.41951178814456;15.718277956280122;10.511239316565641;8.583982749519283
181;13.336092717269167;13.108455635447509;9.729227630667326;7.081473769426022
182;13.002270676795588;14.266028861087582;10.710613974508819;8.221433463811776
183;9.87123560525089;12.003208390433459;11.676058105515654;7.854770783177143
184;12.226186742905714;12.97385137486792;10.320862583760224;9.648848282052633
185;11.421366764293309;14.220625307378317;12.549651473751581;7.972124230666959
186;11.699144661389333;14.363490527435491;11.718601554721008;7.36014587695973
187;11.701852055761572;13.487183680930109;11.264177596001621;6.9931870645868806
188;11.702050885835042;16.310261040243944;11.035516829554513;6.662911203533112
189;11.032773637406597;13.441644410793447;10.965399021602508;8.158833367424105
190;13.466992804880233;13.961615371510156;13.182549731355493;9.085808109105868
191;13.418094205631718;13.260440293553538;11.655074947420056;8.807912368669468
192;13.107043264031379;13.27007428476581;11.316513074870992;7.8175423499624825
193;11.503600072801968;14.820645738408492;10.545229083443548;7.362890573520347
194;11.161413062328807;13.507992910797999;9.196280592056116;7.78443644159678
195;12.634139052396016;14.238225217066073;10.983059458169222;8.144903518362408
196;12.47047160075193;13.559936936107938;12.414707052673343;9.271510150922733
197;11.857193424675105;14.493246650105721;11.496756454392314;8.505726147321603
198;12.314624414653236;15.358508440052164;9.522098723370366;8.49785328353483
199;11.081214778125227;12.642561304621983;11.85253218350575;7.875884921777345
200;12.779969222481459;15.763518206570751;12.222056190041167;7.943751040348069
201;11.804238875384451;13.699185616107863;11.27549847907303;7.131820858839176
202;13.271823435857213;13.542286935526597;14.14210216577371;9.25008725093022
203;11.443756268377296;12.919155038337275;12.959896631313905;8.575036807217593
204;12.438681162398662;13.12303209036298;10.516249247103689;7.935816054829295
205;10.656919034358136;14.22738711402068;10.996737964313601;8.568992664539914
206;13.456739938151326;13.741698026542023;10.758206591856608;7.1943845494334475
207;12.122753399042251;14.041788660011719;11.006425753869902;7.040804926990348
208;11.406520502564499;13.422467541322575;11.013061284965636;7.950478135754189
209;13.109669965344564;12.521215058806831;11.672773594277698;8.497468128045112
210;11.618726422097453;13.087544250462528;10.558367924168104;5.814871534052172
211;12.404123615875436;12.582947214636127;10.136368395165771;7.946555865661389
212;12.87381872050295;13.503251974500508;12.5923172688545;8.438456198288247
213;11.627084220439817;13.668808595762762;10.307667696587744;7.585308784891582
214;11.817676706568236;15.012415159407762;9.070212463061573;7.781355810683243
215;10.354271246844487;14.45214655831852;11.326748898984903;7.479590364770829
216;11.549372937184744;13.932239171839049;11.928428299471124;7.26791826597554
217;9.516747834568381;15.247077484595263;10.03050379983179;9.229247718114465
218;12.60264169610683;13.310328425381588;11.36864762319016;6.666332379580381
219;13.114781292741652;13.786184344063294;10.393464240011639;7.617668376091993
220;11.957994614225635;13.769427920972193;10.011260481322788;6.2193557392886785
221;13.731953968302186;15.19805738299448;11.232441557383913;7.84164589989218
222;12.093168718529945;14.893135378427482;9.658373452292926;5.601983177036058
223;14.33809747022168;14.583987958271805;12.166103859647329;8.707936962455523
224;12.528493576693187;13.035971210691411;10.624573991959796;7.172874127868742
225;11.568393883912826;12.6479657622963;11.071346628889078;7.289562599658285
226;12.167595403101185;13.862055731487324;10.459255623615467;8.472608326908173
227;11.764367285193025;14.470820089471278;11.166800385997243;6.709171952485894
228;12.671047702926844;14.644224794390967;11.033415871857482;8.133277612909934
229;11.505500461249817;13.076186212537577;11.140664936479075;8.11394685403158
230;13.011795274926243;13.526923082969958;10.030659239928735;6.811730881079215
231;12.793644467505981;13.531658174563931;11.92734880357494;6.234238508568992
232;12.720490496103208;13.346585559772612;9.596489669631358;7.452779337347545
233;11.177016685274285;14.441799655774933;12.153487013185075;7.99871604775009
234;10.864043875494232;13.856229065270355;10.193785139219896;6.7873437996537955
235;10.375046784651989;14.835510550446395;11.996307650026557;7.841401032216724
236;12.323623109743254;12.77467912477706;10.779114584824953;9.344090097135531
237;12.777637454088934;13.97461504679115;10.332017523103321;9.065194928875645
238;11.13051564094258;15.049737850077104;10.620066086625794;8.751559232523805
239;12.129467784646966;13.46138774739722;13.737469231412994;8.626163945413118
240;11.214986279393719;13.57655022767601;11.30145781428198;8.254076902382668
241;11.491487079073693;12.616352741719503;11.943011278729765;6.616760605106097
242;11.626917524772754;13.96117831221766;10.052621710699864;7.866796642242992
243;12.085937301046345;13.281570541960935;11.31545853895313;8.355781751912625
244;12.030218682320386;15.560460375048276;12.032501490892743;8.94468549199724
245;12.970145327221546;14.302473110068306;11.24059055263508;8.236877431576932
246;12.447356500848452;13.355934977686255;10.258732584015435;5.373535225240859
247;13.000177961628168;14.088455321808905;10.99394457865816;9.309358917203124
248;12.58450786526182;14.725678490420387;11.924963155200858;6.932411613260047
